antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'21931'}),frozenset({'85099B'}),0.06416426050689766,0.12127045235803657,0.03833814565287135,0.5974999999999999,4.927003968253968,1.0,0.03055691675598097,2.1831790003527036,0.8516846132109708,0.2606324972737187,0.5419523548740415,0.45681878306878304
frozenset({'21929'}),frozenset({'85099B'}),0.04764196342637151,0.12127045235803657,0.02775104266923324,0.5824915824915825,4.803244081021859,1.0,0.02197348021329213,2.1046989971747028,0.8314177476217042,0.1965909090909091,0.5248726771180221,0.40566378066378067
frozenset({'21931'}),frozenset({'22383'}),0.06416426050689766,0.06945781199871671,0.020692974013474495,0.32249999999999995,4.643106235565819,1.0,0.016236264870149713,1.3734940044299384,0.8384237814681644,0.18323863636363638,0.27192983968281326,0.31021073903002305
frozenset({'21930'}),frozenset({'85099B'}),0.0410651267244145,0.12127045235803657,0.023099133782483156,0.5625,4.638392857142857,1.0,0.018119147288473313,2.008524680324488,0.8179993308798931,0.1658986175115207,0.5021221248630887,0.37648809523809523
frozenset({'22411'}),frozenset({'85099B'}),0.06079563683028553,0.12127045235803657,0.03288418350978505,0.5408970976253299,4.460254638354903,1.0,0.025511469129981416,1.9140143595189896,0.8260157047343317,0.22043010752688177,0.47753787999202385,0.4060305593946755
frozenset({'85099C'}),frozenset({'85099B'}),0.05149181905678537,0.12127045235803657,0.027590632017965994,0.5358255451713396,4.418434455817634,1.0,0.021346195828211463,1.893101911362888,0.8156761412575365,0.19005524861878453,0.4717664199704511,0.3816693863422836
frozenset({'23199'}),frozenset({'85099B'}),0.05325633622072506,0.12127045235803657,0.028392685274302214,0.5331325301204819,4.39622776821572,1.0,0.0219342652898832,1.8821819988202053,0.8159888345806362,0.1942919868276619,0.46870175114477625,0.38362975712373304
frozenset({'23202'}),frozenset({'85099B'}),0.059351940968880336,0.12127045235803657,0.031119666345845363,0.5243243243243243,4.323595023595024,1.0,0.023922029616221762,1.8473291626564003,0.8172142445253934,0.20815450643776826,0.4586779550634972,0.39046904046904046
frozenset({'23203'}),frozenset({'85099B'}),0.07427013153673404,0.12127045235803657,0.03689444979146615,0.4967602591792657,4.096300867359183,1.0,0.027887677343315535,1.7461449809366056,0.8165203830245681,0.2325581395348837,0.42730986778450936,0.40049653170603494
frozenset({'21931'}),frozenset({'20725'}),0.06416426050689766,0.08886750080205326,0.02165543792107796,0.33749999999999997,3.7977888086642593,1.0,0.01595332044901808,1.3752943384119949,0.787198923297655,0.16483516483516486,0.27288292253521124,0.290591155234657
frozenset({'23201'}),frozenset({'85099B'}),0.05293551491819057,0.12127045235803657,0.024222008341353865,0.4575757575757576,3.773184223184223,1.0,0.0178024945014193,1.620004193976804,0.7760526032412641,0.16149732620320856,0.38271764744930137,0.32865560365560365
frozenset({'20724'}),frozenset({'85099B'}),0.05020853384664742,0.12127045235803657,0.02245749117741418,0.4472843450479233,3.688320908768193,1.0,0.01636867956559746,1.5898401642308357,0.7674041547035974,0.15069967707212056,0.371005952360123,0.31623476511655424
frozenset({'22386'}),frozenset({'20725'}),0.07186397176772538,0.08886750080205326,0.02165543792107796,0.3013392857142857,3.390882864878803,1.0,0.01526906635237089,1.3041129700980196,0.7596855756551574,0.1557093425605536,0.23319526534205232,0.2725107980917999
frozenset({'82482'}),frozenset({'85123A'}),0.05534167468719923,0.10956047481552775,0.02021174205967276,0.3652173913043478,3.3334776242918074,1.0,0.01414848190385674,1.4027471972084151,0.7410224065853204,0.13968957871396898,0.28711317193141855,0.2748488127824814
frozenset({'20725'}),frozenset({'85099B'}),0.08886750080205326,0.12127045235803657,0.03496952197625922,0.3935018050541516,3.2448283765973294,1.0,0.024192519954066044,1.4488576470049042,0.7592938364129732,0.19963369963369965,0.3098010684022602,0.34093079670697
frozenset({'22384'}),frozenset({'85099B'}),0.06304138594802695,0.12127045235803657,0.022617901828681425,0.35877862595419846,2.9584999394159697,1.0,0.014972844437486626,1.3703996516797288,0.7065315979848977,0.13988095238095238,0.270285862394756,0.2726432812310675
frozenset({'20727'}),frozenset({'85099B'}),0.07154315046519089,0.12127045235803657,0.023419955085017645,0.3273542600896861,2.699373620898285,1.0,0.01474388486498487,1.3063779274943856,0.6780537910272553,0.13825757575757577,0.23452472752813128,0.2602379766056896
frozenset({'22383'}),frozenset({'85099B'}),0.06945781199871671,0.12127045235803657,0.02245749117741418,0.3233256351039261,2.6661534513728506,1.0,0.014034310896530344,1.2986003212592838,0.6715738665747285,0.13346043851286943,0.22994012581925433,0.25425541014455566
