antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'85152'}),frozenset({'21175'}),0.04232249038125219,0.04896817068905212,0.02378454004896817,0.5619834710743802,11.476505312868948,1.0,0.021712085115993245,2.1712236103136737,0.9532075795986766,0.3523316062176165,0.5394302110340761,0.5238488783943329
frozenset({'85152'}),frozenset({'21166'}),0.04232249038125219,0.04477089891570479,0.021336131514515563,0.5041322314049587,11.260266012396693,1.0,0.019441315575795634,1.9263786871866622,0.9514603216419787,0.3244680851063829,0.48089126678388017,0.4903473657024793
frozenset({'21755'}),frozenset({'21754'}),0.04372158097236796,0.04861839804127317,0.022385449457852397,0.512,10.530992805755396,1.0,0.020259776231144055,1.949552463030178,0.9464212234820777,0.32,0.4870617647058824,0.4862158273381295
frozenset({'22384'}),frozenset({'20728'}),0.04651976215459951,0.05456453305351522,0.025883175935641833,0.556390977443609,10.196934644303065,1.0,0.02334484683591552,2.131235883116652,0.9459360314092522,0.3441860465116279,0.5307886809142722,0.5153749759012917
frozenset({'22382'}),frozenset({'22383'}),0.046169989506820566,0.04861839804127317,0.021336131514515563,0.4621212121212121,9.50506867233486,1.0,0.019091420587111555,1.7687657951908724,0.93810528593843,0.29047619047619044,0.4346340240641711,0.4504850664922607
frozenset({'22383'}),frozenset({'20728'}),0.04861839804127317,0.05456453305351522,0.025183630640083946,0.5179856115107914,9.493082457111234,1.0,0.022530790453151938,1.9614258194859908,0.9403799019607845,0.32286995515695066,0.49016680107634203,0.48976203652462647
frozenset({'22384'}),frozenset({'20727'}),0.04651976215459951,0.0472193074501574,0.020636586218957677,0.44360902255639095,9.394653299916458,1.0,0.018439955267271445,1.7124301636368788,0.9371525921136078,0.28229665071770327,0.4160345798416747,0.440323029796714
frozenset({'84991'}),frozenset({'21212'}),0.04232249038125219,0.05771248688352571,0.022385449457852397,0.5289256198347108,9.164838467317805,1.0,0.019942913286846237,2.0002945453876033,0.9302581720233747,0.2882882882882883,0.5000736255038746,0.45840220385674935
frozenset({'22382'}),frozenset({'20728'}),0.046169989506820566,0.05456453305351522,0.022035676810073453,0.4772727272727273,8.74694055944056,1.0,0.019516432891548093,1.8086591541584929,0.9285452354759287,0.28,0.44710422762587027,0.4405594405594406
frozenset({'22382'}),frozenset({'20725'}),0.046169989506820566,0.05421476040573627,0.02168590416229451,0.4696969696969697,8.663636363636364,1.0,0.019182809243246876,1.7834807375206116,0.9273927392739275,0.2755555555555556,0.4392986820871437,0.4348484848484849
frozenset({'22384'}),frozenset({'20725'}),0.04651976215459951,0.05421476040573627,0.02168590416229451,0.4661654135338346,8.598496240601504,1.0,0.01916384640295106,1.7716822093808042,0.9268158473954512,0.2743362831858407,0.4355646883480892,0.4330827067669173
frozenset({'85099F'}),frozenset({'85099B'}),0.03462749213011543,0.07415180132913606,0.022035676810073453,0.6363636363636364,8.581903945111494,1.0,0.019467985893114912,2.5460825463448757,0.9151656314699793,0.2540322580645162,0.6072397568430814,0.46676672384219553
frozenset({'22383'}),frozenset({'20725'}),0.04861839804127317,0.05421476040573627,0.022385449457852397,0.460431654676259,8.492736133673706,1.0,0.019749614656734055,1.7528553107147022,0.9273380055147059,0.27826086956521745,0.42950225618321913,0.4366674402413553
frozenset({'20725'}),frozenset({'20728'}),0.05421476040573627,0.05456453305351522,0.024833857992305003,0.45806451612903226,8.394913151364763,1.0,0.0218756549061578,1.7445535401988708,0.9313744895407952,0.29583333333333334,0.42678744047832157,0.4565963606286187
frozenset({'20727'}),frozenset({'20725'}),0.0472193074501574,0.05421476040573627,0.02098635886673662,0.4444444444444444,8.19784946236559,1.0,0.01842637542680154,1.7024134312696746,0.9215308370044053,0.26086956521739124,0.41259861932938857,0.4157706093189964
frozenset({'20727'}),frozenset({'20728'}),0.0472193074501574,0.05456453305351522,0.02098635886673662,0.4444444444444444,8.145299145299145,1.0,0.01840985940460841,1.7017838405036727,0.920704845814978,0.2597402597402597,0.41238130472314705,0.4145299145299145
frozenset({'22470'}),frozenset({'22469'}),0.05771248688352571,0.06330884924798881,0.02938090241343127,0.509090909090909,8.04138623807132,1.0,0.025727191281595608,1.9080745663466891,0.9292740481493265,0.32061068702290074,0.47591146717360305,0.4865896534404821
frozenset({'22386'}),frozenset({'85099B'}),0.03707590066456803,0.07415180132913606,0.021336131514515563,0.5754716981132075,7.760724457102172,1.0,0.01858688669433773,2.180886867980257,0.9046881792143293,0.23735408560311286,0.5414709425408615,0.43160377358490565
frozenset({'21136'}),frozenset({'84879'}),0.027632039174536552,0.10143406785589366,0.020636586218957677,0.7468354430379747,7.362767350501964,1.0,0.017833756082331023,3.5493354319692196,0.8887391781490062,0.19032258064516125,0.7182571162497351,0.4751418594500218
frozenset({'22722'}),frozenset({'22720'}),0.04582021685904162,0.08114725428471493,0.02448408534452606,0.534351145038168,6.58495656751777,1.0,0.020765900555684627,1.9732739293229897,0.8888667783829074,0.23890784982935157,0.4932279876909488,0.4180376414846013
frozenset({'22961'}),frozenset({'22960'}),0.055613850996852045,0.06680657572577825,0.024134312696747113,0.43396226415094336,6.495801639830089,1.0,0.02041894174872377,1.6486417162177913,0.8958776167471819,0.24555160142348753,0.3934400724166219,0.39760940432678055
frozenset({'22698'}),frozenset({'22423'}),0.03427771948233648,0.10598111227701994,0.020636586218957677,0.6020408163265306,5.680642554051324,1.0,0.01700379538189998,2.2465089999192833,0.8532096575178485,0.17251461988304093,0.554864903707962,0.3983801441368627
frozenset({'22804'}),frozenset({'85123A'}),0.029031129765652326,0.14515564882826162,0.02378454004896817,0.8192771084337349,5.644128320510959,1.0,0.01957050757161745,4.7301387431502855,0.8474264705882354,0.15813953488372093,0.7885897107250606,0.4915662650602409
frozenset({'22666'}),frozenset({'22720'}),0.05806225953130465,0.08114725428471493,0.02658272123119972,0.4578313253012048,5.641981719983382,1.0,0.021871128292667828,1.6947728420970811,0.8734731369828209,0.23602484472049687,0.4099504221683078,0.3927087660988783
frozenset({'22697'}),frozenset({'22423'}),0.04407135362014691,0.10598111227701994,0.025183630640083946,0.5714285714285714,5.391796322489392,1.0,0.020512899563866906,2.08604407135362,0.852085620197585,0.20168067226890757,0.5206237424547283,0.4045261669024045
frozenset({'22699'}),frozenset({'22423'}),0.0472193074501574,0.10598111227701994,0.026932493878978662,0.5703703703703703,5.381811514484781,1.0,0.02192813915446041,2.080906031769005,0.8545397333943591,0.21329639889196672,0.5194400973743696,0.4122478914558122
frozenset({'21733'}),frozenset({'85123A'}),0.040923399790136414,0.14515564882826162,0.02938090241343127,0.7179487179487178,4.9460611677479145,1.0,0.023440639764635673,3.0308117905179803,0.8318615192247577,0.18750000000000003,0.6700553946871458,0.46017917825146737
frozenset({'22960'}),frozenset({'22720'}),0.06680657572577825,0.08114725428471493,0.02448408534452606,0.36649214659685864,4.516383823794909,1.0,0.01906291515621527,1.4504204498480948,0.8343221246519599,0.198300283286119,0.3105447457633875,0.3341081422639466
frozenset({'22961'}),frozenset({'22720'}),0.055613850996852045,0.08114725428471493,0.020286813571178734,0.3647798742138365,4.495283018867925,1.0,0.015773902262584932,1.4465107581062409,0.8233333333333333,0.17417417417417416,0.30868125632940946,0.30738993710691825
frozenset({'23298'}),frozenset({'47566'}),0.06190975865687303,0.10388247639034627,0.02658272123119972,0.4293785310734463,4.1333105061918625,1.0,0.020151382189195072,1.5704237789990962,0.8080919580831273,0.19095477386934676,0.3632292038793845,0.3426353934828511
frozenset({'22470'}),frozenset({'85123A'}),0.05771248688352571,0.14515564882826162,0.023434767401189226,0.406060606060606,2.7974151150054762,1.0,0.015057473922118514,1.4392787545238452,0.6818801316358076,0.13060428849902533,0.30520755839904773,0.28375319459656806
frozenset({'22469'}),frozenset({'85123A'}),0.06330884924798881,0.14515564882826162,0.021336131514515563,0.33701657458563533,2.3217599680489913,1.0,0.012146494425353144,1.2893902296840385,0.6077694389010638,0.11401869158878504,0.22443960177591302,0.24200226319643212
