CustomerID,Recency_scaled,Frequency_scaled,Monetary_scaled,Cluster_k3,Cluster_k5,Recency,Frequency,Monetary
12843,0.1244065062275264,1.0000000000000002,0.5843331930564833,1,2,65,8,1702.26
12844,-0.2560362830983483,0.0,-0.410386314121829,1,1,29,2,325.96000000000004
12845,0.8005708397496115,0.4649735207179271,-0.3606440923816034,0,3,267,4,354.09
12847,-0.38424214252171446,-0.3690702464285427,0.1616119358088733,1,1,22,1,843.64
12849,-0.22489545515401813,0.0,0.27013955367861386,1,4,31,2,1010.29
12851,0.31020205588786276,-0.3690702464285427,-0.9533623304590805,0,3,96,1,131.81
12852,0.8468867057418573,-0.3690702464285427,-0.43755166948604923,0,3,294,1,311.55
12853,0.4697041677577397,0.7712437491614222,0.6683668353923231,1,4,134,6,1957.1
12854,0.21115944414923474,0.2618595071429148,0.4294427237927344,1,4,78,3,1316.25
12855,0.960086287957098,-0.3690702464285427,-1.6903320181291017,0,3,372,1,38.1
12856,-0.8938037818230972,0.7712437491614222,0.7307891206638911,2,2,7,6,2170.78
12857,0.6851874973553377,0.0,0.3248568405510637,1,4,210,2,1106.4
12863,0.018560571451014377,-0.3690702464285427,-0.12819831872546408,0,1,52,1,521.2
12864,0.483793208478914,-0.3690702464285427,-0.8876067210367256,0,3,138,1,147.12
12867,-0.30687435054077433,0.8927892607143721,1.1004373908237821,2,2,26,7,4009.34
12868,0.6243367805886427,0.7712437491614222,0.5496690293428564,1,4,185,6,1607.0600000000002
12871,0.24648121120320038,0.0,-0.3171861143490608,0,3,84,2,380.64
12872,0.8965784609058102,0.0,-0.04352352889816432,0,4,326,2,599.97
12873,0.8268485864253822,-0.3690702464285427,-0.3277643969163637,0,3,282,1,374.0
12875,0.5008449957020699,0.0,-0.37936444495007665,0,3,143,2,343.2300000000001
12877,-1.2282579451576368,1.3347175194727927,0.5223395673976446,2,2,3,12,1535.77
12878,0.7412567512445486,0.0,0.1696567812699998,0,4,236,2,854.99
12879,-0.06039313933757419,0.2618595071429148,-0.07096554113820937,1,4,44,3,573.22
12881,0.814763491242678,-0.3690702464285427,-0.46426349938475076,0,3,275,1,298.0
12882,-0.786133590193662,0.0,0.49311921959656624,1,2,9,2,1463.04
12883,-0.3440092352296877,0.4649735207179271,0.052244628216657624,1,2,24,4,703.47
12884,0.2686697348046577,-0.3690702464285427,-0.44239181544648765,0,3,88,1,309.05
12885,0.10955870818052117,0.2618595071429148,0.36119371678475304,1,4,63,3,1175.22
12886,0.1388110195737654,0.0,0.4572282543951322,1,4,67,2,1378.4
12888,0.6942490850373886,0.0,-0.3605931757454418,0,3,214,2,354.12
12890,-0.3440092352296877,-0.3690702464285427,-0.3234086506715564,0,1,24,1,376.72
12891,0.6243367805886427,0.2618595071429148,-0.4011668604943516,0,3,185,3,331.0
12893,-0.2402146898412107,-0.3690702464285427,-0.7783811970924513,0,1,30,1,176.55
12895,-0.08232943326112528,0.0,-0.3296961028513789,0,1,42,2,372.8
12897,0.6712678196976245,0.0,-0.6560669638084027,0,3,204,2,216.5
12901,-0.836971657636088,2.065044752110663,1.9937311641394284,2,0,8,28,17654.54
12902,0.7951390897495282,-0.3690702464285427,-0.9229658399509727,0,3,264,1,138.68
12904,-0.47642922941217053,0.0,-0.15793507660018358,1,1,18,2,496.06
12906,-0.6981606380623229,0.6309297535714574,0.909375039661217,2,2,11,5,2919.81
12908,0.6004054945386567,0.0,0.09079273421526617,0,4,176,2,750.0
12909,-0.11722526352458314,0.6309297535714574,0.7329747107575314,1,2,39,5,2178.67
12910,-0.36370647472778334,1.0000000000000002,0.9405836715718568,2,2,23,8,3075.04
12912,-1.3670689647314018,0.6309297535714574,0.5700250013732213,2,2,2,5,1662.3
12913,-1.1205877535282016,0.6309297535714574,0.8118973538175466,2,2,4,5,2483.63
12915,0.517314695655502,0.0,-0.34463255523975816,0,3,148,2,363.65
12916,0.483793208478914,0.4649735207179271,0.9145403312292235,1,4,138,4,2944.95
12917,0.44776787383418837,-0.3690702464285427,-0.04954056870393487,0,3,128,1,594.0
12919,-0.836971657636088,0.7712437491614222,0.43804678142715886,2,2,8,6,1335.19
12920,-0.5025174943015487,-0.3690702464285427,-0.8270354133928798,0,1,17,1,162.78
12921,-0.786133590193662,2.311073612817833,1.9561445066850947,2,0,9,37,16587.09
12922,0.5576771198890786,-0.3690702464285427,-0.2793304879880667,0,3,161,1,405.38
12923,0.11703971637257636,-0.3690702464285427,-0.79117753499615,0,3,64,1,172.82
12924,0.2686697348046577,0.4649735207179271,0.22267372201309985,1,4,88,4,933.7
12925,-1.1205877535282016,0.0,0.0441312152030664,1,1,4,2,694.05
12928,-0.16806333096700918,0.6309297535714574,0.7000237448980985,1,2,35,5,2062.7
12929,0.8739209951729948,-0.3690702464285427,-1.0202956724423935,0,3,311,1,117.85
12930,0.21115944414923474,0.0,-0.2640716543479374,0,4,78,2,415.8
12931,-0.405690800867787,1.5237190142858297,2.516852689129555,2,0,21,15,42055.96
12933,-0.3440092352296877,0.2618595071429148,-0.03598916120714107,1,1,24,3,607.53
12935,-1.3670689647314018,0.8927892607143721,0.7279853031069036,2,2,2,7,2160.7
12936,-0.5025174943015487,0.4649735207179271,0.30127108566896876,1,2,17,4,1063.9
12937,-0.5593496184885577,0.4649735207179271,0.5098575038737024,1,2,15,4,1504.27
12938,-0.3250846385913979,-0.3690702464285427,-1.0394090853101066,0,1,25,1,114.14
12939,0.11703971637257636,1.0000000000000002,1.7396794955095383,2,0,64,8,11581.8
12940,0.036433554096187475,0.0,0.20033526264844065,1,4,54,2,899.6899999999999
12942,0.45886066956206595,0.2618595071429148,0.02791668056541782,1,4,131,3,675.6
12944,-0.16806333096700918,0.0,-0.03898763373911751,1,1,35,2,604.51
12945,0.8369716576360883,-0.3690702464285427,-0.1994810018082447,0,3,288,1,462.95
12947,0.5008449957020699,0.7712437491614222,0.5485173110739868,1,4,143,6,1603.99
12948,-0.5300973070953137,0.8927892607143721,0.7006804865298015,2,2,16,7,2064.95
12949,-0.2402146898412107,1.0000000000000002,1.123709163228005,2,2,30,8,4167.22
12950,-1.3670689647314018,0.2618595071429148,0.6321827362163434,2,2,2,3,1843.0
12951,-0.836971657636088,0.7712437491614222,0.3013672913388137,1,2,8,6,1064.0700000000002
12952,-1.0326148013968623,0.4649735207179271,0.4613170612364671,1,2,5,4,1387.79
12953,-0.786133590193662,-0.3690702464285427,-0.4032581215384757,1,1,9,1,329.85
12955,-1.562712108492176,1.261859507142915,1.203488645182561,2,0,1,11,4757.16
12956,0.866125747072179,-0.3690702464285427,-1.0720502075466245,0,3,306,1,108.07
12957,-0.786133590193662,1.0000000000000002,1.1016684651334503,2,2,9,8,4017.54
12962,-0.8938037818230972,0.0,-0.5316054452550368,1,1,7,2,266.39000000000004
12963,-0.836971657636088,1.0000000000000002,0.636621173058882,2,2,8,8,1856.63
12965,0.27406102399696536,-0.3690702464285427,0.10648457187858869,0,4,89,1,769.8100000000001
12966,-0.786133590193662,-0.3690702464285427,-0.8366798739531787,0,1,9,1,160.18
12967,0.9416271652029823,0.0,0.5695175019867514,1,4,358,2,1660.9
12968,0.3838709768396838,-0.3690702464285427,-0.9348618877896782,0,3,112,1,135.95
12970,-0.8938037818230972,0.4649735207179271,-0.27919702607887914,1,1,7,4,405.47
12971,-1.2282579451576368,3.0650447521106625,1.7189352090916363,2,0,3,86,11189.91
12974,0.6545038133228402,-0.3690702464285427,-0.8971213771809514,0,3,197,1,144.8
12976,0.6874688981200932,-0.3690702464285427,0.08157386966429692,0,4,211,1,738.6
12977,0.5425500075866052,-0.3690702464285427,-1.6730112248962237,0,3,156,1,39.24
12980,0.5456136074837743,1.0959032742893848,1.4676827199792621,2,4,157,9,7374.900000000001
12981,-0.2560362830983483,0.0,-0.3306319848277445,1,1,29,2,372.22
12982,0.7533202636498529,-0.3690702464285427,-0.3017512239175811,0,3,242,1,390.54
12984,-0.47642922941217053,-0.3690702464285427,-1.1334845829948166,0,1,18,1,97.5
12985,-1.8971662718267155,0.0,0.3932038064094046,1,2,0,2,1239.38
12987,0.17961125833955535,0.0,-0.08640148434415415,1,4,73,2,558.7
12988,0.8436042756490602,-0.3690702464285427,-0.14621563465947748,0,3,292,1,505.82
12989,-1.2282579451576368,1.5237190142858297,1.4296745730221192,2,0,3,15,6924.11
12990,-0.22489545515401813,0.2618595071429148,-0.27325098792336616,1,1,31,3,409.5
12991,-0.36370647472778334,0.0,-0.1486703029841469,1,1,23,2,503.76
12993,-0.36370647472778334,0.4649735207179271,-0.2655773710079443,1,1,23,4,414.76
12994,-1.1205877535282016,0.2618595071429148,0.24837401959543837,1,2,4,3,974.42
12995,0.252124730073414,-0.3690702464285427,-0.6705944141280228,0,3,85,1,211.32
12997,-0.38424214252171446,0.4649735207179271,0.3871042435323565,1,2,22,4,1226.89
12999,0.6520606923420712,0.2618595071429148,-0.2087359442045743,0,4,196,3,455.88
13000,0.3575454287574991,0.2618595071429148,-0.1126466932756824,1,4,106,3,534.85
13001,-1.1205877535282016,1.4021735027328797,1.6381444226053257,2,0,4,13,9785.97
13002,0.8846270050181589,-0.3690702464285427,-1.0047770046105444,0,3,318,1,120.95
13003,0.3530147347855537,0.2618595071429148,-0.8798043848164805,0,3,105,3,149.05
13004,-0.6981606380623229,1.6801438592463753,1.3077644213177595,2,0,11,18,5655.91
13005,0.5921571678236234,0.0,-0.13691712834923267,0,4,173,2,513.7
13006,0.05366807768314334,-0.3690702464285427,-1.239805510301773,0,3,56,1,81.57
13008,0.8921312832236181,-0.3690702464285427,-0.6211579425319806,0,3,323,1,229.47
13011,0.960086287957098,-0.3690702464285427,-1.5237300962156837,0,3,372,1,50.55
13012,-0.786133590193662,1.0000000000000002,0.5643969204432973,2,2,9,8,1646.84
13013,-1.562712108492176,1.4021735027328797,1.210262472572489,2,0,1,13,4810.9400000000005
13014,-0.7401449642023266,1.1826583386441383,1.0127423676839746,2,2,10,10,3466.28
13015,0.02757981279376517,0.6309297535714574,0.9903174018217574,1,2,53,5,3339.64
13016,0.17961125833955535,0.2618595071429148,0.12198398538265562,1,4,73,3,789.89
13017,-0.8938037818230972,-0.3690702464285427,-0.6917396074453437,1,1,7,1,204.0
13018,-0.5300973070953137,2.065044752110663,1.4596876200375528,2,0,16,28,7277.7
13021,-1.1205877535282016,1.0959032742893848,0.8432674962345761,2,2,4,9,2616.38
13023,0.11703971637257636,0.0,0.04052188127511548,1,4,64,2,689.9000000000001
13026,-1.562712108492176,0.6309297535714574,0.2489545463714404,2,2,1,5,975.36
13027,0.3881222410176829,0.7712437491614222,1.4286197181635532,2,4,113,6,6912.0
13028,-0.38424214252171446,0.0,0.015060401873005676,1,1,22,2,661.3199999999999
13029,-0.2402146898412107,0.2618595071429148,0.39713639798312333,1,4,30,3,1247.5
13030,-0.6981606380623229,0.0,0.09274770633076018,1,1,11,2,752.44
13032,0.018560571451014377,0.0,0.27007399414892913,1,4,52,2,1010.18
13033,0.9402812358425671,-0.3690702464285427,-0.7326389364126665,0,3,357,1,190.55
13034,0.036433554096187475,0.0,-0.002060445106247548,1,4,54,2,642.77
13035,0.17961125833955535,0.0,0.21500362170489867,1,4,73,2,921.88
13037,0.483793208478914,0.2618595071429148,0.187745202057094,1,4,138,3,881.0699999999999
13038,0.22322295655453953,0.2618595071429148,0.2061752735644821,1,4,80,3,908.46
13040,-0.836971657636088,0.0,0.02915357410038877,1,1,8,2,676.99
13043,0.8112542731361055,-0.3690702464285427,-0.13374051067608467,0,3,273,1,516.42
13044,0.8419546488701645,-0.3690702464285427,-0.0844985342856149,0,3,291,1,560.47
13045,0.3248990914393916,-0.3690702464285427,-0.4497650608918232,0,3,99,1,305.28000000000003
13046,-0.2402146898412107,0.0,-0.014795175392199595,1,1,30,2,629.31
13047,-0.22489545515401813,1.1826583386441383,0.9716099742342781,2,2,31,10,3237.54
13048,-0.5904904464328878,0.4649735207179271,0.6244228542950621,1,2,14,4,1819.41
13049,0.11703971637257636,0.0,0.010823278884867093,1,4,64,2,656.6800000000001
13050,-0.5904904464328878,1.6309297535714573,1.3267410653671663,2,0,14,17,5836.86
13052,0.6897395628415309,-0.3690702464285427,-0.3708112905272988,0,3,212,1,348.15000000000003
13055,0.21115944414923474,0.2618595071429148,0.3809472769080877,1,4,78,3,1214.41
13058,-0.3440092352296877,0.2618595071429148,-0.5204174932574155,1,1,24,3,271.4
13059,0.7670234464033656,-0.3690702464285427,-0.7555662702553089,0,3,249,1,183.4
13060,0.7746825812311168,-0.3690702464285427,-0.445353738826438,0,3,253,1,307.53
13061,0.17304632220108546,-0.3690702464285427,-0.5730757999459275,0,3,72,1,248.61
13062,0.639656015275835,-0.3690702464285427,-0.37283429912807886,0,3,191,1,346.98
13064,-0.6595388019259375,0.4649735207179271,0.32441584458652817,1,2,12,4,1105.59
13065,0.9613781638636149,-0.3690702464285427,-0.6862959409097851,0,3,373,1,205.86
13066,-0.3440092352296877,0.0,-0.18936881134010303,1,1,24,2,470.8
13067,0.2349922074091187,-0.3690702464285427,-1.0325389496825792,0,3,82,1,115.46
13068,-0.7401449642023266,0.0,-0.37801780353974895,1,1,10,2,344.0
13069,-1.8971662718267155,1.9299470414358546,1.1607512821644346,2,0,0,24,4431.44
13070,0.6421625942262168,-0.3690702464285427,-0.6229125811058035,0,3,192,1,228.8
13072,0.7987670418999716,-0.3690702464285427,-0.7763479365670647,0,3,266,1,177.15
13075,0.4514938797071159,-0.3690702464285427,0.21351935986276213,0,4,129,1,919.61
13077,-1.562712108492176,0.4649735207179271,0.07289008641573128,1,2,1,4,728.02
13078,-1.2282579451576368,2.0,1.7917941092131946,2,0,3,26,12627.94
13079,-1.1205877535282016,0.6309297535714574,-0.6461730332342424,1,1,4,5,220.1
13080,0.6085151873315049,-0.3690702464285427,-1.441558955974275,0,3,179,1,58.08
13081,-0.6981606380623229,1.261859507142915,2.278905278580922,2,0,11,11,28337.38
13082,0.4402284178965773,1.0959032742893848,1.0378258397257332,2,4,126,9,3613.63
13083,-1.1205877535282016,0.0,-0.45278330969443736,1,1,4,2,303.75
13085,0.5456136074837743,0.0,-0.26366691099791123,0,3,157,2,416.08
13089,-1.3670689647314018,3.1734172518943025,2.718446370752595,2,0,2,97,58762.08
13090,-0.836971657636088,1.4649735207179273,1.5816882243071668,2,0,8,14,8910.82
13091,-0.2723943026062298,-0.3690702464285427,-0.37484674317838507,0,1,28,1,345.82
13092,0.1596422557462171,0.6309297535714574,-0.1804547224926173,1,4,70,5,477.83
13093,0.814763491242678,1.0000000000000002,1.5039573195071567,2,4,275,8,7832.47
13094,-0.405690800867787,1.3347175194727927,0.6591303086247986,2,2,21,12,1927.32
13095,0.1596422557462171,-0.3690702464285427,-1.2945535113233453,0,3,70,1,74.39999999999999
13097,-0.2100476571070129,1.1826583386441383,1.343675656875312,2,0,32,10,6003.22
13098,-1.562712108492176,2.065044752110663,2.290387370321561,2,0,1,28,28882.44
13099,0.3248990914393916,-0.3690702464285427,-0.681941422647656,0,3,99,1,207.36
13101,0.737167613527003,-0.3690702464285427,-1.1113192218136763,0,3,234,1,101.19
13102,-1.562712108492176,1.9299470414358546,1.3845068666906302,2,0,1,24,6424.09
13103,-0.11722526352458314,-0.3690702464285427,-0.5844584875121068,0,1,39,1,243.94
13104,-1.2282579451576368,0.7712437491614222,0.3205309696021399,2,2,3,6,1098.48
13106,0.46611667641507204,-0.3690702464285427,-1.2779971707541395,0,3,133,1,76.5
13107,-0.06039313933757419,0.4649735207179271,0.5207098154094126,1,4,44,4,1531.62
13108,0.960086287957098,-0.3690702464285427,-0.3675232938679479,0,3,372,1,350.06
13109,0.07841788023619099,0.0,0.11942572135274819,1,4,59,2,786.54
13110,-0.22489545515401813,0.8927892607143721,0.5035788631601101,1,2,31,7,1488.67
13113,-1.8971662718267155,1.9299470414358546,1.7732834795720411,2,0,0,24,12245.96
13115,-0.6981606380623229,0.4649735207179271,0.7642539091123132,1,2,11,4,2294.78
13116,0.483793208478914,-0.3690702464285427,-0.15180677316288205,0,3,138,1,501.14
13117,-0.405690800867787,1.0000000000000002,0.2548209679345028,1,2,21,8,984.91
13118,-0.45167942685912266,0.6309297535714574,0.3726590177711906,1,2,19,5,1197.81
13120,0.7453115260541195,-0.3690702464285427,-1.8186844724104123,0,3,238,1,30.6
13121,0.8041583310922792,-0.3690702464285427,-0.49373645756266715,0,3,269,1,283.73
13122,0.3001492888863435,0.0,0.21533658794825894,1,4,94,2,922.39
13124,0.27406102399696536,0.2618595071429148,1.06116152114092,1,4,89,3,3756.33
13126,-1.1205877535282016,1.0000000000000002,0.7107164437135922,2,2,4,8,2099.64
13127,0.20501266850391572,-0.3690702464285427,-0.5481029281307449,0,3,77,1,259.17
13130,0.3001492888863435,-0.3690702464285427,-1.384005021832162,0,3,94,1,64.0
13131,-0.36370647472778334,0.2618595071429148,0.30656777487982145,1,2,23,3,1073.3
13132,0.7896454968649371,-0.3690702464285427,-1.271807727542556,0,3,261,1,77.3
13133,0.8112542731361055,0.0,-1.0625657101561146,0,3,273,2,109.8
13134,0.252124730073414,0.4649735207179271,0.6158099439000794,1,4,85,4,1793.58
13135,0.6520606923420712,-0.3690702464285427,0.9446764580523603,1,4,196,1,3096.0
13136,0.05366807768314334,0.6309297535714574,0.8412446789369793,1,4,56,5,2607.61
13137,-0.7401449642023266,1.0000000000000002,1.0360993108793886,2,2,10,8,3603.29
13138,-0.38424214252171446,0.7712437491614222,0.24089471566145826,1,2,22,6,962.39
13139,-0.5300973070953137,0.8927892607143721,1.2412645609717012,2,2,16,7,5064.94
13140,0.3664811538104963,0.2618595071429148,-0.25450321012375254,0,4,108,3,422.47
13141,0.24648121120320038,0.6309297535714574,0.7884315528081629,1,4,84,5,2388.75
13142,-0.45167942685912266,-0.3690702464285427,-0.44621386145869407,0,1,19,1,307.09
13144,0.9053517091956431,-0.3690702464285427,-1.0563425752143898,0,3,332,1,110.95
13145,-0.11722526352458314,0.4649735207179271,-0.025201719317730544,1,4,39,4,618.52
13146,-0.30687435054077433,-0.3690702464285427,-0.6226241553930681,0,1,26,1,228.91
13147,-0.7401449642023266,0.4649735207179271,0.06017428196649595,1,2,10,4,712.8000000000001
13148,-0.2560362830983483,1.3347175194727927,1.0493253139454088,2,0,29,12,3683.26
13149,-0.5904904464328878,0.4649735207179271,0.5749903854589619,1,2,14,4,1676.06
13151,0.848519585008634,-0.3690702464285427,0.4021216605770769,0,4,295,1,1257.87
13153,-1.0326148013968623,-0.3690702464285427,-0.1699858838142539,1,1,5,1,486.22
13155,-0.19564314376077413,0.4649735207179271,0.24672821580584825,1,4,33,4,971.76
13157,-0.009555071895148155,0.4649735207179271,0.5979637297979203,1,4,49,4,1741.22
13158,0.3001492888863435,0.4649735207179271,0.3742907173948324,1,4,94,4,1201.06
13159,-0.836971657636088,0.4649735207179271,0.47908821365795046,1,2,8,4,1429.35
13160,-0.38424214252171446,-0.3690702464285427,-1.169410982149437,0,1,22,1,91.8
13161,0.8770041709211447,-0.3690702464285427,-1.0467292112329478,0,3,313,1,112.75
13162,0.42478660849442396,0.4649735207179271,0.5793695809424427,1,4,122,4,1688.29
13165,-0.039410904771510984,0.0,0.27677175749681104,1,4,46,2,1021.48
13166,0.8285505824152961,-0.3690702464285427,-0.26205065022640134,0,3,283,1,417.2
13167,-0.47642922941217053,0.4649735207179271,0.1230803287068171,1,2,18,4,791.3299999999999
13168,-0.15484290499498438,0.4649735207179271,0.42177152931524087,1,4,36,4,1299.59
13169,0.10955870818052117,0.0,0.06024182558819392,1,4,63,2,712.88
13170,-0.30687435054077433,-0.3690702464285427,-1.0679749737771091,0,1,26,1,108.81
13171,-0.405690800867787,0.2618595071429148,-0.19242962953046344,1,1,21,3,468.41
13173,-1.1205877535282016,0.0,-0.36139136433390945,1,1,4,2,353.65
13174,-0.5300973070953137,0.2618595071429148,0.8717008606039344,1,2,16,3,2742.82
13176,-0.039410904771510984,-0.3690702464285427,-0.17586548600284393,0,1,46,1,481.49
13177,0.11703971637257636,-0.3690702464285427,-0.4964519587308308,0,3,64,1,282.45
13178,-0.30687435054077433,1.261859507142915,1.3151302052869789,2,0,26,11,5725.47
13182,-0.04978797918717493,-0.3690702464285427,-1.0036413871916186,0,1,45,1,121.18
13183,-0.8938037818230972,1.0959032742893848,1.0926384821587682,2,0,7,9,3957.78
13184,-0.5904904464328878,1.1826583386441383,0.5724298047095321,2,2,14,10,1668.95
13185,0.8005708397496115,-0.3690702464285427,-1.3190233837953669,0,3,267,1,71.4
13186,-0.11722526352458314,0.2618595071429148,0.5378719831092061,1,4,39,3,1575.89
13187,0.9125428313093802,-0.3690702464285427,-0.6042682156205343,0,3,337,1,236.02
13188,-0.6981606380623229,-0.3690702464285427,-1.037006046688782,0,1,11,1,114.6
13189,-0.47642922941217053,0.0,-0.5446150788985208,1,1,18,2,260.68
13192,0.3052018519412955,0.0,0.20847704023462071,1,4,95,2,911.94
13193,0.09423947349332881,-0.3690702464285427,-1.0502896277327631,0,3,61,1,112.08
13194,0.47326518290830494,-0.3690702464285427,-1.4154072736444028,0,3,135,1,60.7
13196,-0.6981606380623229,0.4649735207179271,0.6172188238580997,1,2,11,4,1797.78
13198,-0.7401449642023266,0.7712437491614222,1.0013295639237305,2,2,10,6,3401.24
13199,-1.2282579451576368,2.3347175194727927,1.640059625582491,2,0,3,38,9817.12
13200,-0.45167942685912266,0.4649735207179271,0.18019581491030504,1,2,19,4,870.09
13203,-0.786133590193662,0.4649735207179271,0.1797597713742572,1,2,9,4,869.46
13207,-0.5593496184885577,0.0,-0.5691049294152555,1,1,15,2,250.26000000000005
13208,0.07030818744334325,0.7712437491614222,0.38255177505294125,1,4,58,6,1217.65
13209,-0.2402146898412107,1.0000000000000002,1.3323670312733487,2,2,30,8,5891.61
13210,0.29504325856302854,-0.3690702464285427,-0.3616803313696994,0,3,93,1,353.48
13211,-0.7401449642023266,0.2618595071429148,0.3188512593191313,1,2,10,3,1095.42
13212,-0.45167942685912266,0.2618595071429148,0.11964761285169734,1,2,19,3,786.83
13213,0.05366807768314334,0.6309297535714574,0.5163527034046979,1,4,56,5,1520.5800000000002
13216,0.8005708397496115,-0.3690702464285427,-0.39621325143391356,0,3,267,1,333.74
13217,0.42478660849442396,0.2618595071429148,-0.11362601198265906,0,4,122,3,533.98
13218,0.4440128715150607,-0.3690702464285427,-1.3967489786196063,0,3,127,1,62.63999999999999
13220,0.21115944414923474,0.4649735207179271,0.1439816567518968,1,4,78,4,819.29
13221,0.7493325106808756,0.0,0.16429602854011116,0,4,240,2,847.4100000000001
13223,0.6617598201758463,0.0,-0.825491839593307,0,3,200,2,163.20000000000002
13224,0.08639352236479389,0.0,0.7266595244958333,1,4,60,2,2155.95
13225,-1.2282579451576368,0.8927892607143721,1.3882240431904203,2,0,3,7,6463.84
13226,0.8112542731361055,-0.3690702464285427,-1.07127710094429,0,3,273,1,108.21
13227,0.6641544422759992,-0.3690702464285427,-0.551517884562739,0,3,201,1,257.7
13228,0.22914346473365005,-0.3690702464285427,-0.35404394887667656,0,3,81,1,358.0
13229,0.7183251401742233,-0.3690702464285427,-0.833807509796647,0,3,225,1,160.95
13230,-1.1205877535282016,1.4649735207179273,0.8745080836832858,2,0,4,14,2755.63
13232,-0.6595388019259375,0.8927892607143721,0.4349536591921484,2,2,12,7,1328.35
13233,0.18608807186562598,0.0,-0.0383807785277313,1,4,74,2,605.12
13235,0.6897395628415309,-0.3690702464285427,0.28239815327418505,0,4,212,1,1031.07
13236,-0.3440092352296877,0.0,0.08664552549481314,1,1,24,2,744.85
13238,-0.5025174943015487,0.4649735207179271,0.049895919006070905,1,2,17,4,700.73
13239,0.7896454968649371,-0.3690702464285427,-0.4037866306767579,0,3,261,1,329.56
13240,0.31020205588786276,0.4649735207179271,0.017176912702249268,1,4,96,4,663.65
13242,0.3838709768396838,0.2618595071429148,-0.5226340891203496,0,3,112,3,270.4
13243,0.6689083266690788,-0.3690702464285427,-0.058603159220164035,0,3,203,1,585.12
13244,0.28988261725410314,-0.3690702464285427,-1.0008853202294337,0,3,92,1,121.74
13245,0.0,-0.3690702464285427,-0.24318174398950154,0,1,50,1,430.5
13246,-0.47642922941217053,0.7712437491614222,0.6697257524007119,1,2,18,6,1961.52
13247,-0.5025174943015487,0.4649735207179271,-0.15183077856928515,1,1,17,4,501.12
13248,0.4325692830688266,0.0,-0.19594500327321965,0,4,124,2,465.68
13249,0.28988261725410314,0.2618595071429148,0.0589995015653237,1,4,92,3,711.4100000000001
13253,0.5425500075866052,0.0,0.28200677033461075,1,4,156,2,1030.4
13255,-0.786133590193662,0.0,-0.2880996210837213,1,1,9,2,399.51
13258,-0.6981606380623229,0.2618595071429148,0.02544419632043778,1,1,11,3,672.83
13259,0.09423947349332881,-0.3690702464285427,-0.49490177565497595,0,1,61,1,283.18
13260,0.09423947349332881,-0.3690702464285427,-0.08756556488817424,0,1,61,1,557.62
13261,0.8023679195283855,0.0,0.22934257827946372,0,4,268,2,944.1
13262,0.7933148328966054,-0.3690702464285427,-0.7027467623854707,0,3,263,1,200.29
13263,-1.562712108492176,2.2618595071429146,1.4727300557282392,2,0,1,35,7436.93
13265,0.02757981279376517,0.6309297535714574,0.7087104869631382,1,4,53,5,2092.6600000000003
13266,-0.6981606380623229,1.3347175194727927,1.073533957004176,2,0,11,12,3834.26
13267,-1.3670689647314018,1.7268330278608421,1.1728729224864334,2,0,2,19,4521.49
13268,-0.5025174943015487,1.261859507142915,0.9598100016911909,2,2,17,11,3174.75
