InvoiceNo,CustomerID,InvoiceDate,InvoiceValue,TotalQuantity,ProductDiversity,LineCount,InvoiceValue_robust_z,TotalQuantity_robust_z,ProductDiversity_robust_z,InvoiceValue_iqr_flag,TotalQuantity_iqr_flag,ProductDiversity_iqr_flag,AnomalyFlag_N0,AnomalyFlag_N0_highconfidence,AnomalyFlag_N0_candidate,LikelyDataError
536387,16029,2010-12-01 09:58:00,3193.92,1440,5,5,13.41467206978262,9.569005494505495,-0.6745,True,True,False,True,True,True,False
536388,16250,2010-12-01 09:59:00,226.14000000000001,108,14,14,-0.3342039905216524,-0.30389560439560437,-0.06745,False,False,False,False,False,False,False
536390,17511,2010-12-01 10:19:00,1825.74,1568,24,24,7.076285380679283,10.517752747252747,0.60705,True,True,False,True,True,True,False
536392,13705,2010-12-01 10:29:00,318.14,103,10,10,0.09200570074521798,-0.34095604395604395,-0.33725,False,False,False,False,False,False,False
536393,13747,2010-12-01 10:37:00,79.6,8,1,1,-1.013081905285209,-1.0451043956043957,-0.9442999999999999,False,False,False,False,False,False,False
536394,13408,2010-12-01 10:39:00,1024.68,544,11,11,3.3652034753940736,2.9277747252747255,-0.2698,True,False,False,True,False,False,False
536395,13767,2010-12-01 10:47:00,507.88,260,14,14,0.9710168618427834,0.8227417582417582,-0.06745,False,False,False,False,False,False,False
536396,17850,2010-12-01 10:51:00,376.36,102,18,18,0.36172231189257903,-0.34836813186813187,0.20234999999999997,False,False,False,False,False,False,False
536397,17924,2010-12-01 10:51:00,279.0,60,2,2,-0.0893187266046223,-0.6596758241758242,-0.8768499999999999,False,False,False,False,False,False,False
536398,13448,2010-12-01 10:52:00,426.56,150,17,17,0.5942845564751539,0.007412087912087912,0.1349,False,False,False,False,False,False,False
536399,17850,2010-12-01 10:52:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536400,13448,2010-12-01 10:53:00,17.4,12,1,1,-1.3012367182938975,-1.0154560439560438,-0.9442999999999999,False,False,False,False,False,False,False
536401,15862,2010-12-01 11:21:00,354.23,124,64,64,0.2592003502867546,-0.1853021978021978,3.30505,False,False,True,True,False,False,False
536402,15513,2010-12-01 11:22:00,357.0,116,3,3,0.27203296816511574,-0.2445989010989011,-0.8093999999999999,False,False,False,False,False,False,False
536404,16218,2010-12-01 11:29:00,471.3,438,28,28,0.8015521824238473,2.1420934065934065,0.8768499999999999,False,False,False,False,False,False,False
536405,14045,2010-12-01 11:32:00,326.4,128,1,1,0.13027191867852608,-0.15565384615384617,-0.9442999999999999,False,False,False,False,False,False,False
536406,17850,2010-12-01 11:33:00,353.14,96,17,17,0.2541506919880491,-0.3928406593406593,0.1349,False,False,False,False,False,False,False
536407,17850,2010-12-01 11:34:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536408,14307,2010-12-01 11:41:00,783.11,558,48,48,2.2460787458360527,3.031543956043956,2.22585,False,False,False,False,False,False,False
536409,17908,2010-12-01 11:45:00,232.03,169,51,54,-0.30691730485250174,0.14824175824175825,2.4282,False,False,False,False,False,False,False
536412,17920,2010-12-01 11:49:00,453.46,197,54,68,0.7189045640303583,0.35578021978021973,2.63055,False,False,False,False,False,False,False
536415,12838,2010-12-01 11:57:00,390.79,228,59,59,0.42857237542498056,0.5855549450549451,2.9678,False,False,True,True,False,False,False
536416,13255,2010-12-01 11:58:00,225.7,110,6,6,-0.3362423846972767,-0.28907142857142853,-0.60705,False,False,False,False,False,False,False
536420,16583,2010-12-01 12:03:00,233.45,111,14,14,-0.30033885092207835,-0.2816593406593407,-0.06745,False,False,False,False,False,False,False
536423,18085,2010-12-01 12:08:00,303.9,78,9,9,0.0260358528795632,-0.5262582417582418,-0.40469999999999995,False,False,False,False,False,False,False
536425,13758,2010-12-01 12:08:00,362.45,137,17,17,0.2972812596586422,-0.08894505494505493,0.1349,False,False,False,False,False,False,False
536437,13694,2010-12-01 12:12:00,842.12,1004,6,6,2.519455201071466,6.337335164835165,-0.60705,False,True,False,True,True,True,False
536446,15983,2010-12-01 12:15:00,430.99,323,28,31,0.614807479652461,1.2897032967032966,0.8768499999999999,False,False,False,False,False,False,False
536460,14849,2010-12-01 12:22:00,295.54,158,14,14,-0.012693636457295706,0.06670879120879121,-0.06745,False,False,False,False,False,False,False
536463,14849,2010-12-01 12:22:00,17.4,12,1,1,-1.3012367182938975,-1.0154560439560438,-0.9442999999999999,False,False,False,False,False,False,False
536464,17968,2010-12-01 12:23:00,265.1,151,74,81,-0.15371345169820372,0.014824175824175823,3.9795499999999997,False,False,True,True,False,True,False
536466,14849,2010-12-01 12:23:00,42.9,18,2,2,-1.1831025103884063,-0.9709835164835164,-0.8768499999999999,False,False,False,False,False,False,False
536477,16210,2010-12-01 12:27:00,2474.7400000000002,1070,14,14,10.082916789724923,6.826532967032968,-0.06745,True,True,False,True,True,True,False
536488,17897,2010-12-01 12:31:00,163.34,71,31,34,-0.6251384319516466,-0.5781428571428571,1.0792,False,False,False,False,False,False,False
536500,17377,2010-12-01 12:35:00,223.9,102,15,15,-0.3445812699611936,-0.34836813186813187,0.0,False,False,False,False,False,False,False
536502,16552,2010-12-01 12:36:00,95.28999999999999,39,5,5,-0.9403946220680657,-0.8153296703296703,-0.6745,False,False,False,False,False,False,False
536508,17181,2010-12-01 12:38:00,155.52,216,2,2,-0.6613662557093306,0.4966098901098901,-0.8768499999999999,False,False,False,False,False,False,False
536514,17951,2010-12-01 12:40:00,295.5,118,5,5,-0.012878945018716179,-0.22977472527472528,-0.6745,False,False,False,False,False,False,False
536520,14729,2010-12-01 12:43:00,313.49,197,69,71,0.0704635804800991,0.35578021978021973,3.6423,False,False,True,True,False,True,False
536521,12748,2010-12-01 12:48:00,4.95,1,1,1,-1.3589140080359905,-1.096989010989011,-0.9442999999999999,False,False,False,False,False,False,False
536522,15012,2010-12-01 12:49:00,188.56,84,46,52,-0.508301383976098,-0.4817857142857143,2.0909500000000003,False,False,False,False,False,False,False
536523,12868,2010-12-01 12:50:00,203.3,112,12,12,-0.4400151790926885,-0.27424725274725276,-0.20234999999999997,False,False,False,False,False,False,False
536524,17572,2010-12-01 12:51:00,70.80000000000001,24,4,4,-1.0538497887976923,-0.926510989010989,-0.74195,False,False,False,False,False,False,False
536525,14078,2010-12-01 12:54:00,136.24,29,13,13,-0.7506849823139531,-0.8894505494505495,-0.1349,False,False,False,False,False,False,False
536526,14001,2010-12-01 12:58:00,301.24,94,9,9,0.013712833545108176,-0.40766483516483515,-0.40469999999999995,False,False,False,False,False,False,False
536528,15525,2010-12-01 13:17:00,274.93,113,44,48,-0.10817387272914578,-0.26683516483516484,1.95605,False,False,False,False,False,False,False
536529,14237,2010-12-01 13:20:00,161.0,38,9,9,-0.6359789827947389,-0.8227417582417582,-0.40469999999999995,False,False,False,False,False,False,False
536530,17905,2010-12-01 13:21:00,200.5,71,22,22,-0.45298677839211504,-0.5781428571428571,0.47214999999999996,False,False,False,False,False,False,False
536531,15485,2010-12-01 13:23:00,939.59,391,22,22,2.9710058381125735,1.7937252747252745,0.47214999999999996,True,False,False,True,False,False,False
536533,16955,2010-12-01 13:31:00,156.1,80,6,6,-0.6586792815687352,-0.5114340659340659,-0.60705,False,False,False,False,False,False,False
536534,15350,2010-12-01 13:33:00,115.65,51,5,5,-0.8460725643050929,-0.7263846153846154,-0.6745,False,False,False,False,False,False,False
536535,15605,2010-12-01 13:38:00,194.85,71,12,12,-0.4791616126927436,-0.5781428571428571,-0.20234999999999997,False,False,False,False,False,False,False
536536,18144,2010-12-01 13:45:00,165.04999999999998,95,3,3,-0.6172164909509256,-0.4002527472527473,-0.8093999999999999,False,False,False,False,False,False,False
536537,15922,2010-12-01 13:51:00,369.5,138,11,11,0.329941893608984,-0.08153296703296703,-0.2698,False,False,False,False,False,False,False
536538,14594,2010-12-01 13:54:00,255.0,146,31,31,-0.20050386345684937,-0.022236263736263733,1.0792,False,False,False,False,False,False,False
536539,15165,2010-12-01 14:03:00,487.75,160,27,27,0.8777603283079779,0.08153296703296703,0.8093999999999999,False,False,False,False,False,False,False
536542,16456,2010-12-01 14:11:00,787.4,392,16,16,2.265953089048388,1.8011373626373628,0.06745,False,False,False,False,False,False,False
536551,17346,2010-12-01 14:34:00,134.11,84,29,31,-0.7605526632095881,-0.4817857142857143,0.9442999999999999,False,False,False,False,False,False,False
536556,17643,2010-12-01 14:38:00,101.55,71,8,8,-0.9113938322057764,-0.5781428571428571,-0.47214999999999996,False,False,False,False,False,False,False
536557,17841,2010-12-01 14:41:00,532.43,198,62,64,1.0847499914145404,0.3631923076923077,3.17015,False,False,True,True,False,False,False
536559,17873,2010-12-01 14:54:00,204.95,117,7,8,-0.432371200934098,-0.23718681318681317,-0.5396,False,False,False,False,False,False,False
536560,13093,2010-12-01 15:00:00,799.4,256,13,13,2.321545657474502,0.7930934065934065,-0.1349,False,False,False,False,False,False,False
536561,12921,2010-12-01 15:06:00,322.40000000000003,140,15,15,0.1117410625364885,-0.06670879120879121,0.0,False,False,False,False,False,False,False
536562,13468,2010-12-01 15:08:00,308.65000000000003,99,18,18,0.04804124454823341,-0.3706043956043956,0.20234999999999997,False,False,False,False,False,False,False
536563,17760,2010-12-01 15:08:00,172.54,165,9,9,-0.5825174628249596,0.11859340659340659,-0.40469999999999995,False,False,False,False,False,False,False
536564,13468,2010-12-01 15:08:00,51.4,12,2,2,-1.143724441086576,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536566,16928,2010-12-01 15:21:00,116.25,93,6,6,-0.8432929358837873,-0.41507692307692307,-0.60705,False,False,False,False,False,False,False
536567,16048,2010-12-01 15:27:00,251.40000000000003,132,7,7,-0.2171816339846833,-0.1260054945054945,-0.5396,False,False,False,False,False,False,False
536568,16048,2010-12-01 15:28:00,5.04,12,1,1,-1.3584970637727944,-1.0154560439560438,-0.9442999999999999,False,False,False,False,False,False,False
536569,16274,2010-12-01 15:35:00,351.75,153,64,65,0.24771121947869107,0.029648351648351647,3.30505,False,False,True,True,False,False,False
536570,14496,2010-12-01 15:35:00,304.34000000000003,86,5,5,0.02807424705518761,-0.46696153846153843,-0.6745,False,False,False,False,False,False,False
536571,14696,2010-12-01 15:37:00,294.62,284,18,18,-0.016955733369964483,1.0006318681318682,0.20234999999999997,False,False,False,False,False,False,False
536572,16539,2010-12-01 15:40:00,442.34999999999997,301,21,21,0.6674351110958482,1.1266373626373627,0.40469999999999995,False,False,False,False,False,False,False
536573,17025,2010-12-01 15:45:00,143.12,136,4,4,-0.718811909749648,-0.09635714285714285,-0.74195,False,False,False,False,False,False,False
536574,17025,2010-12-01 15:46:00,17.85,3,1,1,-1.2991519969779184,-1.0821648351648352,-0.9442999999999999,False,False,False,False,False,False,False
536575,13777,2010-12-01 16:01:00,1552.98,858,8,8,5.8126663003537224,5.25517032967033,-0.47214999999999996,True,True,False,True,True,True,False
536576,13777,2010-12-01 16:11:00,2558.42,1122,16,16,10.470582300216357,7.211961538461538,0.06745,True,True,False,True,True,True,False
536577,13777,2010-12-01 16:13:00,497.0,388,4,4,0.9206129331364403,1.771489010989011,-0.74195,False,False,False,False,False,False,False
536578,17690,2010-12-01 16:15:00,279.6,104,8,8,-0.08653909818331652,-0.33354395604395604,-0.47214999999999996,False,False,False,False,False,False,False
536579,13777,2010-12-01 16:16:00,315.96000000000004,276,2,2,0.08190638414780758,0.9413351648351649,-0.8768499999999999,False,False,False,False,False,False,False
536580,17690,2010-12-01 16:17:00,97.2,66,6,6,-0.9315461382602426,-0.6152032967032967,-0.60705,False,False,False,False,False,False,False
536581,13777,2010-12-01 16:19:00,330.0,200,1,1,0.14694968920636026,0.3780164835164835,-0.9442999999999999,False,False,False,False,False,False,False
536582,12947,2010-12-01 16:21:00,304.04,184,17,17,0.02668443284453472,0.2594230769230769,0.1349,False,False,False,False,False,False,False
536583,13777,2010-12-01 16:21:00,198.0,120,1,1,-0.4645685634808887,-0.21495054945054945,-0.9442999999999999,False,False,False,False,False,False,False
536584,13777,2010-12-01 16:22:00,1132.8000000000002,384,1,1,3.866092516913357,1.7418406593406592,-0.9442999999999999,True,False,False,True,False,True,False
536585,17460,2010-12-01 16:24:00,19.9,2,1,1,-1.289654933205124,-1.089576923076923,-0.9442999999999999,False,False,False,False,False,False,False
536586,18229,2010-12-01 16:25:00,344.2,44,7,7,0.2127342285105946,-0.7782692307692308,-0.5396,False,False,False,False,False,False,False
536587,14142,2010-12-01 16:33:00,311.81,313,22,22,0.06268062090044316,1.2155824175824175,0.47214999999999996,False,False,False,False,False,False,False
536588,17069,2010-12-01 16:49:00,277.05,103,11,11,-0.0983525189738657,-0.34095604395604395,-0.2698,False,False,False,False,False,False,False
536590,13065,2010-12-01 16:52:00,205.86,74,14,14,-0.42815543116178434,-0.5559065934065934,-0.06745,False,False,False,False,False,False,False
536591,14606,2010-12-01 16:57:00,198.32,93,40,40,-0.4630860949895257,-0.41507692307692307,1.68625,False,False,False,False,False,False,False
536593,16835,2010-12-01 17:15:00,81.75,19,5,5,-1.0031215701088636,-0.9635714285714286,-0.6745,False,False,False,False,False,False,False
536594,15235,2010-12-01 17:22:00,79.5,34,5,5,-1.01354517668876,-0.8523901098901099,-0.6745,False,False,False,False,False,False,False
536595,13576,2010-12-01 17:24:00,349.15000000000003,108,11,11,0.2356661629863666,-0.30389560439560437,-0.2698,False,False,False,False,False,False,False
536597,18011,2010-12-01 17:35:00,102.78999999999999,71,28,28,-0.9056492668017447,-0.5781428571428571,0.8768499999999999,False,False,False,False,False,False,False
536598,13090,2010-12-02 07:48:00,160.6,76,4,4,-0.6378320684089427,-0.5410824175824176,-0.74195,False,False,False,False,False,False,False
536599,15694,2010-12-02 07:49:00,306.4,80,6,6,0.03761763796833685,-0.5114340659340659,-0.60705,False,False,False,False,False,False,False
536600,17850,2010-12-02 08:32:00,251.62,56,12,12,-0.21616243689687134,-0.6893241758241758,-0.20234999999999997,False,False,False,False,False,False,False
536601,17850,2010-12-02 08:33:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536602,17850,2010-12-02 08:34:00,163.76,64,12,12,-0.6231926920567328,-0.6300274725274725,-0.20234999999999997,False,False,False,False,False,False,False
536603,17850,2010-12-02 08:40:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536604,14741,2010-12-02 08:43:00,184.5,114,9,9,-0.5271102029602664,-0.2594230769230769,-0.40469999999999995,False,False,False,False,False,False,False
536605,13715,2010-12-02 08:52:00,272.65000000000003,107,15,15,-0.11873646073010724,-0.31130769230769234,0.0,False,False,False,False,False,False,False
536607,17732,2010-12-02 09:29:00,303.97,93,18,18,0.02636014286204909,-0.41507692307692307,0.20234999999999997,False,False,False,False,False,False,False
536608,12855,2010-12-02 09:37:00,38.1,30,3,3,-1.2053395377588516,-0.8820384615384615,-0.8093999999999999,False,False,False,False,False,False,False
536609,17850,2010-12-02 09:41:00,244.46,88,16,16,-0.2493326693911191,-0.45213736263736265,0.06745,False,False,False,False,False,False,False
536610,17850,2010-12-02 09:42:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536611,15752,2010-12-02 09:43:00,259.65000000000003,153,14,14,-0.17896174319173025,0.029648351648351647,-0.06745,False,False,False,False,False,False,False
536612,17850,2010-12-02 09:44:00,206.76,82,15,15,-0.4239859885298259,-0.4966098901098901,0.0,False,False,False,False,False,False,False
536613,17855,2010-12-02 09:44:00,208.97,197,17,17,-0.4137476905113499,0.35578021978021973,0.1349,False,False,False,False,False,False,False
536614,17850,2010-12-02 09:44:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536615,14047,2010-12-02 10:09:00,286.92,108,12,12,-0.05262763144338729,-0.30389560439560437,-0.20234999999999997,False,False,False,False,False,False,False
536616,17925,2010-12-02 10:10:00,244.08,72,1,1,-0.25109310072461266,-0.5707307692307693,-0.9442999999999999,False,False,False,False,False,False,False
536617,13941,2010-12-02 10:17:00,1095.1200000000001,644,11,11,3.6915318520553604,3.6689835164835163,-0.2698,True,True,False,True,False,True,False
536618,17017,2010-12-02 10:17:00,780.12,600,21,21,2.2322269308698792,3.3428516483516484,0.40469999999999995,False,True,False,True,False,False,False
536619,17017,2010-12-02 10:18:00,97.2,48,2,2,-0.9315461382602426,-0.748620879120879,-0.8768499999999999,False,False,False,False,False,False,False
536620,14135,2010-12-02 10:27:00,485.25,741,23,23,0.8661785432192043,4.387956043956044,0.5396,False,True,False,True,False,True,False
536621,13108,2010-12-02 10:35:00,350.06,298,10,10,0.23988193275868008,1.1044010989010988,-0.33725,False,False,False,False,False,False,False
536623,15601,2010-12-02 10:39:00,768.38,666,48,48,2.1778388680929983,3.8320494505494507,2.22585,False,True,False,True,False,True,False
536624,13418,2010-12-02 10:45:00,610.64,228,22,22,1.4470745561317357,0.5855549450549451,0.47214999999999996,False,False,False,False,False,False,False
536626,13418,2010-12-02 10:46:00,12.6,6,1,1,-1.3234737456643428,-1.0599285714285716,-0.9442999999999999,False,False,False,False,False,False,False
536627,15658,2010-12-02 10:53:00,306.2,64,14,14,0.03669109516123501,-0.6300274725274725,-0.06745,False,False,False,False,False,False,False
536628,17850,2010-12-02 10:54:00,230.56,86,16,16,-0.31372739448470066,-0.46696153846153843,0.06745,False,False,False,False,False,False,False
536629,17850,2010-12-02 10:55:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536630,17850,2010-12-02 10:56:00,244.46,88,16,16,-0.2493326693911191,-0.45213736263736265,0.06745,False,False,False,False,False,False,False
536631,17850,2010-12-02 10:58:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536632,14388,2010-12-02 11:02:00,312.8,170,21,21,0.06726700779559758,0.15565384615384617,0.40469999999999995,False,False,False,False,False,False,False
536633,14901,2010-12-02 11:20:00,204.15,105,18,18,-0.4360773721625055,-0.3261318681318681,0.20234999999999997,False,False,False,False,False,False,False
536634,18041,2010-12-02 11:21:00,193.78,159,14,14,-0.48411861671073864,0.07412087912087913,-0.06745,False,False,False,False,False,False,False
536635,15955,2010-12-02 11:22:00,572.38,246,20,20,1.2698269171331438,0.7189725274725275,0.33725,False,False,False,False,False,False,False
536636,15070,2010-12-02 11:23:00,106.2,36,1,1,-0.8898517119406574,-0.8375659340659339,-0.9442999999999999,False,False,False,False,False,False,False
536637,18041,2010-12-02 11:35:00,219.66,157,55,59,-0.36422397747175383,0.05929670329670329,2.698,False,False,False,False,False,False,False
536638,16244,2010-12-02 11:41:00,1056.63,619,63,63,3.5132186888286014,3.4836813186813185,3.2375999999999996,True,True,True,True,False,True,False
536639,15111,2010-12-02 11:45:00,288.5,106,16,16,-0.045307943267282415,-0.3187197802197802,0.06745,False,False,False,False,False,False,False
536641,12748,2010-12-02 11:46:00,4.25,1,1,1,-1.362156907860847,-1.096989010989011,-0.9442999999999999,False,False,False,False,False,False,False
536643,14390,2010-12-02 11:57:00,223.7,74,26,27,-0.3455078127682956,-0.5559065934065934,0.74195,False,False,False,False,False,False,False
536663,16546,2010-12-02 12:07:00,299.40000000000003,156,6,6,0.005188639719770882,0.05188461538461538,-0.60705,False,False,False,False,False,False,False
536667,15260,2010-12-02 12:09:00,362.5,214,16,16,0.2975128953604178,0.4817857142857143,0.06745,False,False,False,False,False,False,False
536670,15260,2010-12-02 12:09:00,58.0,40,1,1,-1.1131485284522133,-0.8079175824175824,-0.9442999999999999,False,False,False,False,False,False,False
536671,13305,2010-12-02 12:10:00,136.2,132,5,5,-0.7508702908753735,-0.1260054945054945,-0.6745,False,False,False,False,False,False,False
536672,14491,2010-12-02 12:10:00,127.2,40,4,4,-0.7925647171949587,-0.8079175824175824,-0.74195,False,False,False,False,False,False,False
536673,14060,2010-12-02 12:11:00,339.84,504,8,8,0.19253559531577327,2.631291208791209,-0.47214999999999996,False,False,False,False,False,False,False
536674,15923,2010-12-02 12:16:00,127.08,122,21,21,-0.7931206428792198,-0.20012637362637364,0.40469999999999995,False,False,False,False,False,False,False
536676,16752,2010-12-02 12:18:00,207.5,54,9,9,-0.42055778014354883,-0.7041483516483517,-0.40469999999999995,False,False,False,False,False,False,False
536681,17287,2010-12-02 12:22:00,113.92,46,13,13,-0.8540871595865243,-0.763445054945055,-0.1349,False,False,False,False,False,False,False
536685,17850,2010-12-02 12:23:00,380.46,108,17,17,0.38071643943816763,-0.30389560439560437,0.1349,False,False,False,False,False,False,False
536688,17850,2010-12-02 12:24:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536690,17850,2010-12-02 12:25:00,331.26,92,17,17,0.15278690889110214,-0.422489010989011,0.1349,False,False,False,False,False,False,False
536693,17850,2010-12-02 12:26:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536698,15363,2010-12-02 12:28:00,326.0,144,16,16,0.12841883306432242,-0.03706043956043956,0.06745,False,False,False,False,False,False,False
536707,12915,2010-12-02 12:33:00,199.65,41,13,13,-0.45692458532229807,-0.8005054945054946,-0.1349,False,False,False,False,False,False,False
536732,15544,2010-12-02 12:47:00,354.54,274,26,26,0.2606364916377626,0.926510989010989,0.74195,False,False,False,False,False,False,False
536733,15738,2010-12-02 12:50:00,329.65,255,14,14,0.14532823929393185,0.7856813186813186,-0.06745,False,False,False,False,False,False,False
536735,17381,2010-12-02 12:58:00,211.2,128,1,1,-0.4034167382121639,-0.15565384615384617,-0.9442999999999999,False,False,False,False,False,False,False
536736,17381,2010-12-02 12:59:00,824.88,1296,5,5,2.439587211099283,8.501664835164835,-0.6745,False,True,False,True,True,True,False
536738,15827,2010-12-02 13:06:00,98.18,42,7,7,-0.9270060785054433,-0.7930934065934065,-0.5396,False,False,False,False,False,False,False
536739,14180,2010-12-02 13:08:00,201.75,31,12,12,-0.44719588584772824,-0.8746263736263735,-0.20234999999999997,False,False,False,False,False,False,False
536740,15827,2010-12-02 13:08:00,92.75,67,7,7,-0.9521617157182596,-0.6077912087912087,-0.5396,False,False,False,False,False,False,False
536741,13117,2010-12-02 13:11:00,202.12,130,15,15,-0.4454817816545897,-0.14082967032967034,0.0,False,False,False,False,False,False,False
536742,16916,2010-12-02 13:14:00,196.43,102,48,49,-0.4718419245166386,-0.34836813186813187,2.22585,False,False,False,False,False,False,False
536743,17964,2010-12-02 13:32:00,261.76,195,35,35,-0.16918671657680548,0.34095604395604395,1.349,False,False,False,False,False,False,False
536744,14466,2010-12-02 13:36:00,379.75,137,10,10,0.37742721247295596,-0.08894505494505493,-0.33725,False,False,False,False,False,False,False
536745,17235,2010-12-02 13:38:00,341.90000000000003,126,10,10,0.202078986228923,-0.17047802197802198,-0.33725,False,False,False,False,False,False,False
536746,16510,2010-12-02 13:39:00,248.1,92,13,13,-0.2324695903018647,-0.422489010989011,-0.1349,False,False,False,False,False,False,False
536747,17802,2010-12-02 13:44:00,100.2,75,12,12,-0.9176479961537141,-0.5484945054945055,-0.20234999999999997,False,False,False,False,False,False,False
536748,15107,2010-12-02 13:45:00,116.0,26,5,5,-0.8444511143926646,-0.9116868131868131,-0.6745,False,False,False,False,False,False,False
536749,17976,2010-12-02 13:49:00,321.79,93,56,57,0.10891510697482767,-0.41507692307692307,2.76545,False,False,False,False,False,False,False
536750,17850,2010-12-02 14:04:00,434.8,118,19,19,0.6324581201277519,-0.22977472527472528,0.2698,False,False,False,False,False,False,False
536751,17850,2010-12-02 14:05:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536752,17850,2010-12-02 14:06:00,390.66,104,19,19,0.4279701226003644,-0.33354395604395604,0.2698,False,False,False,False,False,False,False
536753,17850,2010-12-02 14:07:00,22.2,12,2,2,-1.2789996909234522,-1.0154560439560438,-0.8768499999999999,False,False,False,False,False,False,False
536754,14449,2010-12-02 14:09:00,210.24,142,50,50,-0.4078641436862529,-0.05188461538461538,2.36075,False,False,False,False,False,False,False
536759,16781,2010-12-02 14:26:00,311.25,113,17,17,0.060086301040557843,-0.26683516483516484,0.1349,False,False,False,False,False,False,False
536761,13491,2010-12-02 14:30:00,98.9,36,7,7,-0.9236705243998763,-0.8375659340659339,-0.5396,False,False,False,False,False,False,False
536762,16186,2010-12-02 14:40:00,307.68,231,20,20,0.043547511933789106,0.6077912087912087,0.33725,False,False,False,False,False,False,False
